"ProductType","Product","AgeRange","IncomeRange","EmploymentStatus","ResidentialStatus","LikelihoodScore","total"
"Balance Transfer","Santander*","(30,40]","10k","Unemployed","Council Tenant",0,16
"Balance Transfer","Lloyds Platinum Low Rate*","(20,30]","40k","Full time","Living with Parents",0.9,39
"Balance Transfer","Halifax Low Rate*","(20,30]","40k","Full time","Living with Parents",0.9,42
"Balance Transfer","Santander*","(30,40]","20k","Part time","Homeowner",0.9,106
"Balance Transfer","Santander*","(20,30]","30k","Full time","Living with Parents",0.7,96
"Balance Transfer","Halifax Low Rate*","(40,50]","10k","Part time","Council Tenant",0.5,22
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","10k","Part time","Council Tenant",0.5,21
"Balance Transfer","Santander*","(40,50]","10k","Part time","Council Tenant",0.6,22
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","30k","Full time","Council Tenant",0.3,42
"Balance Transfer","Halifax Low Rate*","(50,60]","30k","Full time","Council Tenant",0.3,44
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","30k","Full time","Private Tenant",0.3,40
"Balance Transfer","Halifax Low Rate*","(50,60]","30k","Full time","Private Tenant",0.3,39
"Balance Transfer","Post Office*","(30,40]","30k","Self Employed","Homeowner",0.4,107
"Balance Transfer","Santander*","(30,40]","30k","Self Employed","Homeowner",0.2,42
"Balance Transfer","Post Office*","(50,60]","50k","Full time","Homeowner",0.7,64
"Balance Transfer","Santander*","(60,70]","20k","Part time","Homeowner",0.2,52
"Balance Transfer","Halifax Low Rate*","(60,70]","40k","Full time","Homeowner",0,104
"Balance Transfer","Lloyds Platinum Low Rate*","(60,70]","40k","Full time","Homeowner",0,103
"Balance Transfer","Santander*","(60,70]","40k","Full time","Homeowner",0.95,42
"Balance Transfer","Post Office*","(30,40]","30k","Full time","Homeowner",0.8,198
"Balance Transfer","Santander*","(20,30]","40k","Full time","Living with Parents",0.6,34
"Balance Transfer","MBNA Low Rate*","(40,50]","20k","Self Employed","Council Tenant",0,176
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","20k","Self Employed","Council Tenant",0.5,12
"Balance Transfer","Halifax Low Rate*","(40,50]","20k","Self Employed","Council Tenant",0.5,12
"Balance Transfer","Post Office*","(40,50]","20k","Self Employed","Council Tenant",0,88
"Balance Transfer","Santander*","(40,50]","20k","Self Employed","Council Tenant",0.95,46
"Balance Transfer","MBNA Low Rate*","(40,50]","60k","Full time","Homeowner",0.3,12
"Balance Transfer","Santander*","(20,30]","20k","Full time","Private Tenant",0.5,56
"Balance Transfer","Santander*","(40,50]","50k","Self Employed","Homeowner",0.2,24
"Balance Transfer","MBNA Low Rate*","(30,40]","20k","Part time","Living with Parents",0.1,136
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","20k","Part time","Living with Parents",0.2,60
"Balance Transfer","Halifax Low Rate*","(30,40]","20k","Part time","Living with Parents",0.2,63
"Balance Transfer","Post Office*","(30,40]","20k","Part time","Living with Parents",0,152
"Balance Transfer","Santander*","(30,40]","20k","Part time","Living with Parents",0.95,42
"Balance Transfer","Halifax Low Rate*","(50,60]","30k","Full time","Private Tenant",0.2,182
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","30k","Full time","Private Tenant",0.2,176
"Balance Transfer","Santander*","(50,60]","30k","Full time","Private Tenant",0.3,24
"Balance Transfer","MBNA Low Rate*","(40,50]","70k","Full time","Private Tenant",0.1,52
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","70k","Full time","Private Tenant",0.2,27
"Balance Transfer","Halifax Low Rate*","(40,50]","70k","Full time","Private Tenant",0.2,29
"Balance Transfer","Post Office*","(40,50]","70k","Full time","Private Tenant",0,63
"Balance Transfer","Santander*","(40,50]","50k","Self Employed","Homeowner",0.4,24
"Balance Transfer","Santander*","(50,60]","30k","Part time","Homeowner",0.6,14
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","30k","Unemployed","Homeowner",0,21
"Balance Transfer","MBNA Low Rate*","(50,60]","30k","Unemployed","Homeowner",0,24
"Balance Transfer","Halifax Low Rate*","(50,60]","30k","Unemployed","Homeowner",0,18
"Balance Transfer","Post Office*","(50,60]","30k","Unemployed","Homeowner",0,12
"Balance Transfer","Santander*","(50,60]","30k","Unemployed","Homeowner",0,12
"Balance Transfer","MBNA Low Rate*","(40,50]","40k","Full time","Living with Parents",0,136
"Balance Transfer","Post Office*","(40,50]","40k","Full time","Living with Parents",0,96
"Balance Transfer","Santander*","(40,50]","40k","Full time","Living with Parents",0.95,34
"Balance Transfer","MBNA Low Rate*","(30,40]","20k","Full time","Private Tenant",0.7,16
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","30k","Full time","Homeowner",0.9,88
"Balance Transfer","Halifax Low Rate*","(50,60]","30k","Full time","Homeowner",0.9,90
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","80k","Full time","Homeowner",0.95,38
"Balance Transfer","Halifax Low Rate*","(30,40]","80k","Full time","Homeowner",0.95,36
"Balance Transfer","Post Office*","(30,40]","80k","Full time","Homeowner",0,92
"Balance Transfer","Halifax Low Rate*","(30,40]","30k","Part time","Council Tenant",0.4,19
"Balance Transfer","MBNA Low Rate*","(30,40]","30k","Part time","Council Tenant",0,140
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","30k","Part time","Council Tenant",0.4,19
"Balance Transfer","Post Office*","(30,40]","30k","Part time","Council Tenant",0,76
"Balance Transfer","Santander*","(30,40]","30k","Part time","Council Tenant",0.8,18
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","20k","Part time","Homeowner",0.5,34
"Balance Transfer","Halifax Low Rate*","(50,60]","20k","Part time","Homeowner",0.5,35
"Balance Transfer","MBNA Low Rate*","(30,40]","40k","Full time","Living with Parents",0,488
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","40k","Full time","Living with Parents",0.6,63
"Balance Transfer","Halifax Low Rate*","(30,40]","40k","Full time","Living with Parents",0.6,66
"Balance Transfer","Halifax Low Rate*","(40,50]","90k","Self Employed","Homeowner",0.2,31
"Balance Transfer","MBNA Low Rate*","(40,50]","90k","Self Employed","Homeowner",0.1,48
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","90k","Self Employed","Homeowner",0.2,34
"Balance Transfer","Post Office*","(40,50]","90k","Self Employed","Homeowner",0.4,18
"Balance Transfer","MBNA Low Rate*","(60,70]","10k","Self Employed","Homeowner",0.1,40
"Balance Transfer","Lloyds Platinum Low Rate*","(60,70]","10k","Self Employed","Homeowner",0.2,24
"Balance Transfer","Halifax Low Rate*","(60,70]","10k","Self Employed","Homeowner",0.2,25
"Balance Transfer","Post Office*","(60,70]","10k","Self Employed","Homeowner",0.4,16
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","30k","Part time","Living with Parents",0.5,16
"Balance Transfer","MBNA Low Rate*","(30,40]","30k","Part time","Living with Parents",0.1,40
"Balance Transfer","Halifax Low Rate*","(30,40]","30k","Part time","Living with Parents",0.5,15
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","40k","Full time","Homeowner",0.9,145
"Balance Transfer","Halifax Low Rate*","(30,40]","40k","Full time","Homeowner",0.9,142
"Balance Transfer","Santander*","(50,60]","50k","Full time","Homeowner",0.95,186
"Balance Transfer","MBNA Low Rate*","(30,40]","40k","Homemaker","Homeowner",0,48
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","40k","Full time","Private Tenant",0.4,119
"Balance Transfer","Halifax Low Rate*","(40,50]","40k","Full time","Private Tenant",0.4,121
"Balance Transfer","Santander*","(20,30]","20k","Full time","Homeowner",0,108
"Balance Transfer","Santander*","(20,30]","30k","Full time","Living with Parents",0.8,138
"Balance Transfer","Lloyds Platinum Low Rate*","(20,30]","20k","Full time","Private Tenant",0.3,99
"Balance Transfer","Halifax Low Rate*","(20,30]","20k","Full time","Private Tenant",0.3,102
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","10k","Part time","Homeowner",0,326
"Balance Transfer","Halifax Low Rate*","(50,60]","10k","Part time","Homeowner",0,328
"Balance Transfer","Santander*","(50,60]","20k","Self Employed","Homeowner",0.3,72
"Balance Transfer","Santander*","(40,50]","30k","Self Employed","Homeowner",0.3,72
"Balance Transfer","Santander*","(40,50]","20k","Part time","Private Tenant",0.3,16
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","80k","Full time","Living with Parents",0.2,21
"Balance Transfer","Halifax Low Rate*","(30,40]","80k","Full time","Living with Parents",0.2,23
"Balance Transfer","Post Office*","(30,40]","80k","Full time","Living with Parents",0,20
"Balance Transfer","Santander*","(50,60]","30k","Full time","Living with Parents",0.8,14
"Balance Transfer","Santander*","(30,40]","20k","Full time","Private Tenant",0.7,22
"Balance Transfer","MBNA Low Rate*","(50,60]","20k","Self Employed","Council Tenant",0,80
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","20k","Self Employed","Council Tenant",0,33
"Balance Transfer","Halifax Low Rate*","(50,60]","20k","Self Employed","Council Tenant",0,33
"Balance Transfer","Post Office*","(50,60]","20k","Self Employed","Council Tenant",0,54
"Balance Transfer","Santander*","(50,60]","20k","Self Employed","Council Tenant",0,14
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","30k","Full time","Council Tenant",0,304
"Balance Transfer","Halifax Low Rate*","(30,40]","30k","Full time","Council Tenant",0,309
"Balance Transfer","MBNA Low Rate*","(30,40]","70k","Full time","Living with Parents",0,16
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","70k","Full time","Living with Parents",0.2,15
"Balance Transfer","Halifax Low Rate*","(30,40]","70k","Full time","Living with Parents",0.2,16
"Balance Transfer","MBNA Low Rate*","(20,30]","10k","Student","Private Tenant",0,130
"Balance Transfer","Lloyds Platinum Low Rate*","(20,30]","10k","Student","Private Tenant",0,22
"Balance Transfer","Halifax Low Rate*","(20,30]","10k","Student","Private Tenant",0,21
"Balance Transfer","Post Office*","(20,30]","10k","Student","Private Tenant",0,64
"Balance Transfer","Santander*","(40,50]","20k","Full time","Council Tenant",0.4,26
"Balance Transfer","Santander*","(30,40]","30k","Part time","Homeowner",0.6,30
"Balance Transfer","Lloyds Platinum Low Rate*","(60,70]","30k","Self Employed","Homeowner",0,76
"Balance Transfer","Halifax Low Rate*","(60,70]","30k","Self Employed","Homeowner",0,80
"Balance Transfer","MBNA Low Rate*","(30,40]","100k","Full time","Homeowner",0.1,138
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","100k","Full time","Homeowner",0.4,27
"Balance Transfer","Halifax Low Rate*","(30,40]","100k","Full time","Homeowner",0.4,28
"Balance Transfer","Post Office*","(30,40]","100k","Full time","Homeowner",0.4,46
"Balance Transfer","Lloyds Platinum Low Rate*","(20,30]","20k","Self Employed","Private Tenant",0,54
"Balance Transfer","Halifax Low Rate*","(20,30]","20k","Self Employed","Private Tenant",0,54
"Balance Transfer","Santander*","(20,30]","20k","Self Employed","Private Tenant",0,30
"Balance Transfer","MBNA Low Rate*","(30,40]","10k","Homemaker","Homeowner",0.1,64
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","10k","Homemaker","Homeowner",0.2,39
"Balance Transfer","Halifax Low Rate*","(30,40]","10k","Homemaker","Homeowner",0.2,43
"Balance Transfer","Post Office*","(30,40]","10k","Homemaker","Homeowner",0.4,28
"Balance Transfer","Santander*","(30,40]","10k","Homemaker","Homeowner",0.3,22
"Balance Transfer","Santander*","(50,60]","70k","Full time","Homeowner",0.2,72
"Balance Transfer","Santander*","(50,60]","20k","Part time","Homeowner",0.7,12
"Balance Transfer","Santander*","(50,60]","50k","Full time","Homeowner",0.6,56
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","30k","Full time","Living with Parents",0.6,171
"Balance Transfer","Halifax Low Rate*","(30,40]","30k","Full time","Living with Parents",0.6,174
"Balance Transfer","Santander*","(30,40]","20k","Part time","Private Tenant",0.5,20
"Balance Transfer","MBNA Low Rate*","(20,30]","20k","Homemaker","Private Tenant",0,122
"Balance Transfer","Post Office*","(20,30]","20k","Homemaker","Private Tenant",0,68
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","30k","Full time","Council Tenant",0.7,105
"Balance Transfer","Halifax Low Rate*","(30,40]","30k","Full time","Council Tenant",0.7,111
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","20k","Full time","Private Tenant",0.5,42
"Balance Transfer","Halifax Low Rate*","(50,60]","20k","Full time","Private Tenant",0.5,43
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","10k","Homemaker","Homeowner",0.2,72
"Balance Transfer","Halifax Low Rate*","(40,50]","10k","Homemaker","Homeowner",0.2,75
"Balance Transfer","Post Office*","(40,50]","10k","Homemaker","Homeowner",0.4,59
"Balance Transfer","Santander*","(40,50]","10k","Homemaker","Homeowner",0.2,22
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","50k","Full time","Private Tenant",0.5,54
"Balance Transfer","Halifax Low Rate*","(50,60]","50k","Full time","Private Tenant",0.5,56
"Balance Transfer","Santander*","(60,70]","20k","Retired","Homeowner",0.5,54
"Balance Transfer","MBNA Low Rate*","(50,60]","120k","Full time","Homeowner",0.1,56
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","120k","Full time","Homeowner",0.2,45
"Balance Transfer","Halifax Low Rate*","(50,60]","120k","Full time","Homeowner",0.2,47
"Balance Transfer","Post Office*","(50,60]","120k","Full time","Homeowner",0.4,30
"Balance Transfer","Santander*","(40,50]","20k","Full time","Homeowner",0.7,46
"Balance Transfer","Lloyds Platinum Low Rate*","(20,30]","40k","Full time","Living with Parents",0.6,74
"Balance Transfer","Halifax Low Rate*","(20,30]","40k","Full time","Living with Parents",0.6,72
"Balance Transfer","Post Office*","(60,70]","20k","Retired","Homeowner",0.8,25
"Balance Transfer","Santander*","(60,70]","20k","Retired","Homeowner",0.7,24
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","30k","Full time","Council Tenant",0.9,111
"Balance Transfer","Halifax Low Rate*","(40,50]","30k","Full time","Council Tenant",0.9,114
"Balance Transfer","Post Office*","(50,60]","30k","Full time","Homeowner",0.7,136
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","30k","Full time","Living with Parents",0.7,33
"Balance Transfer","Halifax Low Rate*","(40,50]","30k","Full time","Living with Parents",0.7,35
"Balance Transfer","MBNA Low Rate*","(20,30]","20k","Self Employed","Private Tenant",0.1,44
"Balance Transfer","Lloyds Platinum Low Rate*","(20,30]","20k","Self Employed","Private Tenant",0.2,34
"Balance Transfer","Halifax Low Rate*","(20,30]","20k","Self Employed","Private Tenant",0.2,35
"Balance Transfer","Post Office*","(20,30]","30k","Full time","Homeowner",0.8,102
"Balance Transfer","Lloyds Platinum Low Rate*","(20,30]","20k","Full time","Homeowner",0.4,91
"Balance Transfer","Halifax Low Rate*","(20,30]","20k","Full time","Homeowner",0.4,98
"Balance Transfer","Santander*","(40,50]","80k","Full time","Homeowner",0.4,56
"Balance Transfer","Santander*","(60,70]","20k","Retired","Homeowner",0.3,162
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","50k","Full time","Private Tenant",0.4,27
"Balance Transfer","Halifax Low Rate*","(40,50]","50k","Full time","Private Tenant",0.4,28
"Balance Transfer","MBNA Low Rate*","(40,50]","70k","Self Employed","Homeowner",0.1,56
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","70k","Self Employed","Homeowner",0,24
"Balance Transfer","Halifax Low Rate*","(40,50]","70k","Self Employed","Homeowner",0,24
"Balance Transfer","Santander*","(40,50]","10k","Part time","Homeowner",0.6,70
"Balance Transfer","Santander*","(40,50]","40k","Self Employed","Homeowner",0.4,34
"Balance Transfer","MBNA Low Rate*","(30,40]","10k","Full time","Council Tenant",0,60
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","10k","Full time","Council Tenant",0,33
"Balance Transfer","Halifax Low Rate*","(30,40]","10k","Full time","Council Tenant",0,33
"Balance Transfer","Post Office*","(30,40]","10k","Full time","Council Tenant",0,30
"Balance Transfer","Santander*","(30,40]","10k","Full time","Council Tenant",0,14
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","20k","Full time","Council Tenant",0.9,30
"Balance Transfer","Halifax Low Rate*","(40,50]","20k","Full time","Council Tenant",0.9,31
"Balance Transfer","Santander*","(30,40]","40k","Full time","Private Tenant",0.3,84
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","20k","Full time","Living with Parents",0.9,117
"Balance Transfer","Halifax Low Rate*","(30,40]","20k","Full time","Living with Parents",0.9,117
"Balance Transfer","MBNA Low Rate*","(50,60]","20k","Full time","Living with Parents",0.1,28
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","20k","Full time","Living with Parents",0,39
"Balance Transfer","Halifax Low Rate*","(50,60]","20k","Full time","Living with Parents",0,40
"Balance Transfer","Post Office*","(50,60]","20k","Full time","Living with Parents",0,42
"Balance Transfer","MBNA Low Rate*","(50,60]","20k","Self Employed","Living with Parents",0,16
"Balance Transfer","Santander*","(20,30]","30k","Full time","Living with Parents",0.4,58
"Balance Transfer","Santander*","(30,40]","20k","Part time","Homeowner",0.3,94
"Balance Transfer","Santander*","(40,50]","40k","Full time","Private Tenant",0.9,140
"Balance Transfer","MBNA Low Rate*","(50,60]","20k","Homemaker","Homeowner",0.1,80
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","20k","Homemaker","Homeowner",0.2,60
"Balance Transfer","Halifax Low Rate*","(50,60]","20k","Homemaker","Homeowner",0.2,63
"Balance Transfer","Post Office*","(50,60]","20k","Homemaker","Homeowner",0.4,31
"Balance Transfer","Post Office*","(40,50]","20k","Full time","Homeowner",0.6,105
"Balance Transfer","Santander*","(50,60]","20k","Full time","Private Tenant",0.3,24
"Balance Transfer","MBNA Low Rate*","(60,70]","40k","Self Employed","Homeowner",0,60
"Balance Transfer","Halifax Low Rate*","(60,70]","40k","Self Employed","Homeowner",0.3,11
"Balance Transfer","Santander*","(30,40]","80k","Full time","Homeowner",0.4,40
"Balance Transfer","Santander*","(50,60]","20k","Full time","Private Tenant",0.9,48
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","100k","Full time","Homeowner",0.2,82
"Balance Transfer","Halifax Low Rate*","(30,40]","100k","Full time","Homeowner",0.2,85
"Balance Transfer","Lloyds Platinum Low Rate*","(50,60]","30k","Full time","Council Tenant",0.4,57
"Balance Transfer","Halifax Low Rate*","(50,60]","30k","Full time","Council Tenant",0.4,58
"Balance Transfer","Santander*","(50,60]","30k","Full time","Council Tenant",0.95,118
"Balance Transfer","MBNA Low Rate*","(40,50]","80k","Part time","Homeowner",0.1,12
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","80k","Part time","Homeowner",0.2,12
"Balance Transfer","Halifax Low Rate*","(40,50]","80k","Part time","Homeowner",0.2,12
"Balance Transfer","Lloyds Platinum Low Rate*","(20,30]","10k","Full time","Living with Parents",0.3,18
"Balance Transfer","Halifax Low Rate*","(20,30]","10k","Full time","Living with Parents",0.3,18
"Balance Transfer","Santander*","(50,60]","20k","Self Employed","Homeowner",0.2,46
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","20k","Full time","Council Tenant",0.95,100
"Balance Transfer","Halifax Low Rate*","(30,40]","20k","Full time","Council Tenant",0.95,100
"Balance Transfer","MBNA Low Rate*","(30,40]","20k","Part time","Council Tenant",0.1,28
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","20k","Part time","Council Tenant",0.5,27
"Balance Transfer","Halifax Low Rate*","(30,40]","20k","Part time","Council Tenant",0.5,28
"Balance Transfer","Post Office*","(30,40]","20k","Part time","Council Tenant",0,152
"Balance Transfer","Santander*","(30,40]","20k","Part time","Council Tenant",0.8,14
"Balance Transfer","MBNA Low Rate*","(60,70]","10k","Part time","Homeowner",0,110
"Balance Transfer","Lloyds Platinum Low Rate*","(60,70]","10k","Part time","Homeowner",0,60
"Balance Transfer","Halifax Low Rate*","(60,70]","10k","Part time","Homeowner",0,63
"Balance Transfer","Santander*","(60,70]","10k","Part time","Homeowner",0.4,30
"Balance Transfer","MBNA Low Rate*","(20,30]","10k","Part time","Homeowner",0,154
"Balance Transfer","Santander*","(20,30]","10k","Part time","Homeowner",0.95,50
"Balance Transfer","MBNA Low Rate*","(30,40]","30k","Full time","Private Tenant",0.8,144
"Balance Transfer","Lloyds Platinum Low Rate*","(20,30]","30k","Full time","Private Tenant",0.7,363
"Balance Transfer","Halifax Low Rate*","(20,30]","30k","Full time","Private Tenant",0.7,370
"Balance Transfer","MBNA Low Rate*","(30,40]","20k","Self Employed","Private Tenant",0,492
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","20k","Self Employed","Private Tenant",0.5,49
"Balance Transfer","Halifax Low Rate*","(30,40]","20k","Self Employed","Private Tenant",0.5,48
"Balance Transfer","Post Office*","(30,40]","20k","Self Employed","Private Tenant",0,312
"Balance Transfer","Santander*","(40,50]","70k","Full time","Homeowner",0.5,14
"Balance Transfer","MBNA Low Rate*","(60,70]","30k","Retired","Homeowner",0,160
"Balance Transfer","Post Office*","(60,70]","30k","Retired","Homeowner",0.7,20
"Balance Transfer","Santander*","(60,70]","30k","Retired","Homeowner",0.5,18
"Balance Transfer","Santander*","(50,60]","20k","Full time","Homeowner",0.7,52
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","20k","Homemaker","Private Tenant",0.4,19
"Balance Transfer","Halifax Low Rate*","(40,50]","20k","Homemaker","Private Tenant",0.4,18
"Balance Transfer","MBNA Low Rate*","(60,70]","20k","Full time","Private Tenant",0,84
"Balance Transfer","Lloyds Platinum Low Rate*","(60,70]","20k","Full time","Private Tenant",0,33
"Balance Transfer","Halifax Low Rate*","(60,70]","20k","Full time","Private Tenant",0,33
"Balance Transfer","Post Office*","(60,70]","20k","Full time","Private Tenant",0,52
"Balance Transfer","Santander*","(60,70]","20k","Full time","Private Tenant",0.95,20
"Balance Transfer","Post Office*","(30,40]","20k","Part time","Homeowner",0.5,52
"Balance Transfer","Santander*","(40,50]","10k","Part time","Homeowner",0.5,32
"Balance Transfer","Santander*","(30,40]","50k","Full time","Private Tenant",0.8,96
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","30k","Self Employed","Private Tenant",0.2,87
"Balance Transfer","Halifax Low Rate*","(30,40]","30k","Self Employed","Private Tenant",0.2,89
"Balance Transfer","Santander*","(30,40]","30k","Self Employed","Private Tenant",0.9,34
"Balance Transfer","Lloyds Platinum Low Rate*","(20,30]","20k","Full time","Homeowner",0,378
"Balance Transfer","Halifax Low Rate*","(20,30]","20k","Full time","Homeowner",0,383
"Balance Transfer","MBNA Low Rate*","(30,40]","40k","Self Employed","Private Tenant",0,266
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","40k","Self Employed","Private Tenant",0,108
"Balance Transfer","Halifax Low Rate*","(30,40]","40k","Self Employed","Private Tenant",0,109
"Balance Transfer","Post Office*","(30,40]","40k","Self Employed","Private Tenant",0,150
"Balance Transfer","Santander*","(30,40]","40k","Self Employed","Private Tenant",0,26
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","30k","Full time","Private Tenant",0.95,199
"Balance Transfer","Halifax Low Rate*","(40,50]","30k","Full time","Private Tenant",0.95,198
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","20k","Homemaker","Private Tenant",0.95,13
"Balance Transfer","Halifax Low Rate*","(30,40]","20k","Homemaker","Private Tenant",0.95,12
"Balance Transfer","Santander*","(30,40]","20k","Homemaker","Private Tenant",0.95,30
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","10k","Part time","Homeowner",0.95,45
"Balance Transfer","Halifax Low Rate*","(30,40]","10k","Part time","Homeowner",0.95,42
"Balance Transfer","MBNA Low Rate*","(40,50]","10k","Unemployed","Homeowner",0,40
"Balance Transfer","Lloyds Platinum Low Rate*","(40,50]","10k","Unemployed","Homeowner",0,30
"Balance Transfer","Halifax Low Rate*","(40,50]","10k","Unemployed","Homeowner",0,34
"Balance Transfer","Post Office*","(40,50]","10k","Unemployed","Homeowner",0,20
"Balance Transfer","Santander*","(40,50]","10k","Unemployed","Homeowner",0,20
"Balance Transfer","MBNA Low Rate*","(30,40]","40k","Full time","Homeowner",0.2,32
"Balance Transfer","MBNA Low Rate*","(30,40]","10k","Self Employed","Private Tenant",0,168
"Balance Transfer","Post Office*","(30,40]","10k","Self Employed","Private Tenant",0,90
"Balance Transfer","Santander*","(30,40]","10k","Self Employed","Private Tenant",0.95,44
"Balance Transfer","Post Office*","(20,30]","50k","Full time","Homeowner",0.4,144
"Balance Transfer","Santander*","(20,30]","50k","Full time","Homeowner",0.5,20
"Balance Transfer","MBNA Low Rate*","(40,50]","20k","Part time","Homeowner",0.8,36
"Balance Transfer","Lloyds Platinum Low Rate*","(60,70]","20k","Part time","Private Tenant",0.2,13
"Balance Transfer","MBNA Low Rate*","(60,70]","20k","Part time","Private Tenant",0.1,16
"Balance Transfer","Halifax Low Rate*","(60,70]","20k","Part time","Private Tenant",0.2,12
"Balance Transfer","Post Office*","(60,70]","20k","Part time","Private Tenant",0,24
"Balance Transfer","MBNA Low Rate*","(30,40]","50k","Full time","Living with Parents",0,170
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","50k","Full time","Living with Parents",0.6,40
"Balance Transfer","Halifax Low Rate*","(30,40]","50k","Full time","Living with Parents",0.6,43
"Balance Transfer","Santander*","(30,40]","50k","Full time","Living with Parents",0.95,32
"Balance Transfer","MBNA Low Rate*","(30,40]","30k","Full time","Homeowner",0.8,282
"Balance Transfer","Santander*","(30,40]","40k","Full time","Living with Parents",0.9,46
"Balance Transfer","Lloyds Platinum Low Rate*","(20,30]","40k","Full time","Homeowner",0,166
"Balance Transfer","Halifax Low Rate*","(20,30]","40k","Full time","Homeowner",0,166
"Balance Transfer","Lloyds Platinum Low Rate*","(20,30]","10k","Full time","Living with Parents",0.9,45
"Balance Transfer","Halifax Low Rate*","(20,30]","10k","Full time","Living with Parents",0.9,48
"Balance Transfer","Santander*","(30,40]","20k","Full time","Homeowner",0.3,178
"Balance Transfer","Santander*","(60,70]","30k","Self Employed","Homeowner",0.4,16
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","80k","Full time","Homeowner",0.5,31
"Balance Transfer","Halifax Low Rate*","(30,40]","80k","Full time","Homeowner",0.5,30
"Balance Transfer","Santander*","(50,60]","20k","Part time","Homeowner",0.5,44
"Balance Transfer","Santander*","(40,50]","20k","Full time","Private Tenant",0.5,28
"Balance Transfer","Santander*","(20,30]","40k","Full time","Living with Parents",0.5,18
"Balance Transfer","MBNA Low Rate*","(30,40]","20k","Part time","Council Tenant",0,276
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","20k","Part time","Council Tenant",0.95,21
"Balance Transfer","Halifax Low Rate*","(30,40]","20k","Part time","Council Tenant",0.95,21
"Balance Transfer","Santander*","(30,40]","20k","Part time","Council Tenant",0.95,72
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","20k","Part time","Private Tenant",0.4,48
"Balance Transfer","Halifax Low Rate*","(30,40]","20k","Part time","Private Tenant",0.4,50
"Balance Transfer","Santander*","(40,50]","20k","Full time","Private Tenant",0.3,20
"Balance Transfer","Santander*","(40,50]","30k","Full time","Private Tenant",0.6,98
"Balance Transfer","MBNA Low Rate*","(30,40]","10k","Student","Homeowner",0,20
"Balance Transfer","Lloyds Platinum Low Rate*","(30,40]","10k","Part time","Homeowner",0.7,49
"Balance Transfer","Halifax Low Rate*","(30,40]","10k","Part time","Homeowner",0.7,48
"Balance Transfer","MBNA Low Rate*","(30,40]","30k","Self Employed","Living with Parents",0,154
