"Credit Card Type","Credit Card","Employment Status","Residential Status","Age Range","Income Range (k)","Volume","Likelihood Score"
"Balance Transfer","Post Office*","Full time","Living with Parents",60,40,30,0
"Balance Transfer","Santander*","Full time","Homeowner",50,80,68,0
"Balance Transfer","Santander*","Self Employed","Living with Parents",40,20,32,0.95
"Balance Transfer","Post Office*","Part time","Homeowner",70,10,44,0
"Balance Transfer","Santander*","Part time","Homeowner",70,10,16,0
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Private Tenant",40,30,44,0.5
"Balance Transfer","Halifax Low Rate*","Self Employed","Private Tenant",40,30,42,0.5
"Balance Transfer","Santander*","Full time","Homeowner",50,10,64,0.95
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Homeowner",60,50,31,0.2
"Balance Transfer","MBNA Low Rate*","Part time","Homeowner",60,50,56,0.1
"Balance Transfer","Halifax Low Rate*","Part time","Homeowner",60,50,33,0.2
"Balance Transfer","Post Office*","Part time","Homeowner",60,50,24,0.4
"Balance Transfer","Santander*","Part time","Homeowner",40,10,36,0.4
"Balance Transfer","MBNA Low Rate*","Homemaker","Homeowner",50,10,136,0.1
"Balance Transfer","Santander*","Homemaker","Homeowner",50,10,20,0.3
"Balance Transfer","Santander*","Full time","Homeowner",50,90,32,0.2
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",40,90,30,0
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",40,90,30,0
"Balance Transfer","Post Office*","Full time","Homeowner",40,90,37,0
"Balance Transfer","Santander*","Full time","Homeowner",40,90,18,0.8
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",60,70,106,0
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",60,70,109,0
"Balance Transfer","MBNA Low Rate*","Full time","Private Tenant",60,70,28,0.1
"Balance Transfer","Santander*","Full time","Private Tenant",60,70,18,0.95
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",40,90,93,0.2
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",40,90,96,0.2
"Balance Transfer","Post Office*","Full time","Homeowner",40,90,59,0.4
"Balance Transfer","MBNA Low Rate*","Full time","Private Tenant",40,70,152,0
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Private Tenant",40,70,48,0
"Balance Transfer","Halifax Low Rate*","Full time","Private Tenant",40,70,49,0
"Balance Transfer","Santander*","Full time","Private Tenant",40,70,34,0
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Living with Parents",40,10,68,0
"Balance Transfer","Halifax Low Rate*","Full time","Living with Parents",40,10,66,0
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Private Tenant",50,20,51,0.9
"Balance Transfer","Halifax Low Rate*","Full time","Private Tenant",50,20,51,0.9
"Balance Transfer","MBNA Low Rate*","Full time","Private Tenant",60,60,68,0
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Private Tenant",60,60,15,0
"Balance Transfer","Halifax Low Rate*","Full time","Private Tenant",60,60,15,0
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Private Tenant",50,40,78,0.9
"Balance Transfer","Halifax Low Rate*","Full time","Private Tenant",50,40,78,0.9
"Balance Transfer","Santander*","Self Employed","Homeowner",50,10,18,0.2
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Private Tenant",50,50,27,0.6
"Balance Transfer","Halifax Low Rate*","Full time","Private Tenant",50,50,27,0.6
"Balance Transfer","MBNA Low Rate*","Self Employed","Homeowner",30,30,28,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Homeowner",30,30,19,0.2
"Balance Transfer","Halifax Low Rate*","Self Employed","Homeowner",30,30,19,0.2
"Balance Transfer","Post Office*","Self Employed","Homeowner",30,30,12,0.4
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Private Tenant",30,50,39,0.7
"Balance Transfer","Halifax Low Rate*","Full time","Private Tenant",30,50,41,0.7
"Balance Transfer","Santander*","Part time","Homeowner",50,10,40,0.4
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Homeowner",50,30,30,0.5
"Balance Transfer","Halifax Low Rate*","Self Employed","Homeowner",50,30,31,0.5
"Balance Transfer","Lloyds Platinum Low Rate*","Student","Living with Parents",30,10,12,0.7
"Balance Transfer","Halifax Low Rate*","Student","Living with Parents",30,10,12,0.7
"Balance Transfer","Santander*","Student","Living with Parents",30,10,12,0.8
"Balance Transfer","MBNA Low Rate*","Part time","Homeowner",70,20,12,0.8
"Balance Transfer","Post Office*","Self Employed","Homeowner",70,50,12,0
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Private Tenant",30,10,138,0
"Balance Transfer","Halifax Low Rate*","Part time","Private Tenant",30,10,141,0
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Living with Parents",40,40,33,0.3
"Balance Transfer","Halifax Low Rate*","Full time","Living with Parents",40,40,34,0.3
"Balance Transfer","Santander*","Full time","Council Tenant",40,20,44,0.9
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Living with Parents",30,40,82,0.5
"Balance Transfer","Halifax Low Rate*","Full time","Living with Parents",30,40,82,0.5
"Balance Transfer","MBNA Low Rate*","Full time","Council Tenant",40,20,200,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Council Tenant",40,20,34,0.4
"Balance Transfer","Halifax Low Rate*","Full time","Council Tenant",40,20,36,0.4
"Balance Transfer","Santander*","Full time","Homeowner",50,70,24,0.9
"Balance Transfer","Santander*","Self Employed","Homeowner",60,50,26,0.2
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Homeowner",40,20,60,0.6
"Balance Transfer","Halifax Low Rate*","Part time","Homeowner",40,20,64,0.6
"Balance Transfer","Post Office*","Part time","Homeowner",40,20,18,0.8
"Balance Transfer","Santander*","Self Employed","Homeowner",60,40,30,0.8
"Balance Transfer","MBNA Low Rate*","Unemployed","Homeowner",70,20,16,0
"Balance Transfer","Lloyds Platinum Low Rate*","Unemployed","Homeowner",70,20,12,0
"Balance Transfer","Halifax Low Rate*","Unemployed","Homeowner",70,20,12,0
"Balance Transfer","Post Office*","Self Employed","Homeowner",50,30,30,0.6
"Balance Transfer","Santander*","Self Employed","Homeowner",50,30,56,0.6
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",40,20,174,0.95
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",40,20,177,0.95
"Balance Transfer","Post Office*","Full time","Homeowner",40,20,22,0.95
"Balance Transfer","Santander*","Self Employed","Homeowner",60,30,84,0.3
"Balance Transfer","Santander*","Full time","Homeowner",70,20,22,0.8
"Balance Transfer","Post Office*","Full time","Homeowner",70,30,24,0.7
"Balance Transfer","Santander*","Full time","Homeowner",70,30,70,0.4
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Living with Parents",50,30,12,0
"Balance Transfer","Halifax Low Rate*","Self Employed","Living with Parents",50,30,12,0
"Balance Transfer","Santander*","Self Employed","Homeowner",60,40,42,0.4
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Homeowner",60,40,58,0.4
"Balance Transfer","Halifax Low Rate*","Self Employed","Homeowner",60,40,59,0.4
"Balance Transfer","Santander*","Self Employed","Private Tenant",40,30,14,0.5
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Private Tenant",50,20,31,0.95
"Balance Transfer","Halifax Low Rate*","Part time","Private Tenant",50,20,30,0.95
"Balance Transfer","Santander*","Part time","Private Tenant",50,20,40,0.9
"Balance Transfer","Santander*","Full time","Council Tenant",60,20,34,0.8
"Balance Transfer","MBNA Low Rate*","Student","Homeowner",50,20,12,0
"Balance Transfer","MBNA Low Rate*","Part time","Homeowner",30,30,38,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Homeowner",30,30,19,0.2
"Balance Transfer","Halifax Low Rate*","Part time","Homeowner",30,30,19,0.2
"Balance Transfer","Post Office*","Part time","Homeowner",30,30,12,0.4
"Balance Transfer","Santander*","Full time","Homeowner",30,60,26,0.4
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Living with Parents",60,30,15,0.6
"Balance Transfer","Halifax Low Rate*","Full time","Living with Parents",60,30,15,0.6
"Balance Transfer","MBNA Low Rate*","Self Employed","Homeowner",60,40,12,0.8
"Balance Transfer","Santander*","Full time","Private Tenant",30,60,20,0
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Private Tenant",60,40,15,0.2
"Balance Transfer","Halifax Low Rate*","Self Employed","Private Tenant",60,40,15,0.2
"Balance Transfer","Santander*","Self Employed","Private Tenant",60,40,18,0.8
"Balance Transfer","Santander*","Full time","Private Tenant",60,30,50,0.9
"Balance Transfer","MBNA Low Rate*","Full time","Council Tenant",40,40,64,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Council Tenant",40,40,27,0.2
"Balance Transfer","Halifax Low Rate*","Full time","Council Tenant",40,40,28,0.2
"Balance Transfer","Santander*","Full time","Living with Parents",50,30,12,0.5
"Balance Transfer","Santander*","Full time","Living with Parents",50,20,34,0.8
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",60,40,64,0.9
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",60,40,63,0.9
"Balance Transfer","Santander*","Self Employed","Homeowner",40,30,36,0
"Balance Transfer","Santander*","Full time","Private Tenant",40,40,108,0.4
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",70,40,32,0.5
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",70,40,30,0.5
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Council Tenant",60,30,19,0.9
"Balance Transfer","Halifax Low Rate*","Full time","Council Tenant",60,30,19,0.9
"Balance Transfer","MBNA Low Rate*","Full time","Council Tenant",50,40,80,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Council Tenant",50,40,30,0.6
"Balance Transfer","Halifax Low Rate*","Full time","Council Tenant",50,40,31,0.6
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Private Tenant",50,40,15,0.7
"Balance Transfer","Halifax Low Rate*","Self Employed","Private Tenant",50,40,15,0.7
"Balance Transfer","MBNA Low Rate*","Retired","Homeowner",70,20,96,0.8
"Balance Transfer","Post Office*","Self Employed","Homeowner",30,30,18,0
"Balance Transfer","MBNA Low Rate*","Full time","Private Tenant",40,40,60,0.8
"Balance Transfer","Halifax Low Rate*","Full time","Private Tenant",50,20,141,0.6
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Private Tenant",50,20,140,0.6
"Balance Transfer","Santander*","Full time","Homeowner",70,40,30,0.8
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Living with Parents",30,10,25,0.9
"Balance Transfer","Halifax Low Rate*","Part time","Living with Parents",30,10,24,0.9
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Homeowner",70,30,15,0.9
"Balance Transfer","Halifax Low Rate*","Self Employed","Homeowner",70,30,16,0.9
"Balance Transfer","Santander*","Full time","Living with Parents",40,40,24,0.6
"Balance Transfer","MBNA Low Rate*","Homemaker","Homeowner",50,20,94,0
"Balance Transfer","Lloyds Platinum Low Rate*","Homemaker","Homeowner",50,20,18,0.6
"Balance Transfer","Halifax Low Rate*","Homemaker","Homeowner",50,20,19,0.6
"Balance Transfer","Post Office*","Homemaker","Homeowner",50,20,16,0.7
"Balance Transfer","Santander*","Homemaker","Homeowner",50,20,16,0.95
"Balance Transfer","MBNA Low Rate*","Self Employed","Homeowner",40,50,116,0.1
"Balance Transfer","Santander*","Full time","Homeowner",40,10,38,0.95
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Private Tenant",40,20,199,0.4
"Balance Transfer","Halifax Low Rate*","Full time","Private Tenant",40,20,205,0.4
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Homeowner",40,20,54,0.4
"Balance Transfer","Halifax Low Rate*","Part time","Homeowner",40,20,54,0.4
"Balance Transfer","Santander*","Full time","Homeowner",70,20,62,0.2
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Living with Parents",30,30,18,0.5
"Balance Transfer","Halifax Low Rate*","Self Employed","Living with Parents",30,30,18,0.5
"Balance Transfer","MBNA Low Rate*","Part time","Private Tenant",50,30,100,0
"Balance Transfer","Post Office*","Part time","Private Tenant",50,30,86,0
"Balance Transfer","Santander*","Part time","Private Tenant",50,30,32,0.95
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Homeowner",60,30,219,0
"Balance Transfer","Halifax Low Rate*","Self Employed","Homeowner",60,30,228,0
"Balance Transfer","MBNA Low Rate*","Part time","Homeowner",40,40,180,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Homeowner",40,40,168,0.2
"Balance Transfer","Halifax Low Rate*","Part time","Homeowner",40,40,174,0.2
"Balance Transfer","Post Office*","Part time","Homeowner",40,40,102,0.4
"Balance Transfer","Santander*","Part time","Homeowner",40,40,42,0.2
"Balance Transfer","MBNA Low Rate*","Homemaker","Private Tenant",60,10,52,0
"Balance Transfer","Lloyds Platinum Low Rate*","Homemaker","Private Tenant",60,10,18,0
"Balance Transfer","Halifax Low Rate*","Homemaker","Private Tenant",60,10,18,0
"Balance Transfer","Post Office*","Homemaker","Private Tenant",60,10,30,0
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Private Tenant",60,30,18,0.6
"Balance Transfer","Halifax Low Rate*","Self Employed","Private Tenant",60,30,18,0.6
"Balance Transfer","Santander*","Full time","Living with Parents",40,50,18,0.5
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Private Tenant",40,40,153,0.7
"Balance Transfer","Halifax Low Rate*","Full time","Private Tenant",40,40,158,0.7
"Balance Transfer","Lloyds Platinum Low Rate*","Retired","Council Tenant",70,10,12,0.5
"Balance Transfer","Halifax Low Rate*","Retired","Council Tenant",70,10,12,0.5
"Balance Transfer","Santander*","Full time","Homeowner",60,10,16,0.95
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Private Tenant",50,30,15,0
"Balance Transfer","Halifax Low Rate*","Part time","Private Tenant",50,30,15,0
"Balance Transfer","MBNA Low Rate*","Full time","Homeowner",50,30,20,0.2
"Balance Transfer","MBNA Low Rate*","Self Employed","Homeowner",50,60,90,0
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Homeowner",50,60,12,0.5
"Balance Transfer","Halifax Low Rate*","Self Employed","Homeowner",50,60,12,0.5
"Balance Transfer","Santander*","Self Employed","Homeowner",50,60,32,0.95
"Balance Transfer","Santander*","Full time","Homeowner",30,20,84,0.4
"Balance Transfer","MBNA Low Rate*","Full time","Homeowner",50,150,96,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",50,150,42,0.2
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",50,150,45,0.2
"Balance Transfer","Post Office*","Full time","Homeowner",50,150,31,0.4
"Balance Transfer","MBNA Low Rate*","Full time","Living with Parents",40,90,16,0
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Living with Parents",40,90,12,0.5
"Balance Transfer","Halifax Low Rate*","Full time","Living with Parents",40,90,12,0.5
"Balance Transfer","Post Office*","Full time","Living with Parents",40,90,13,0
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Living with Parents",30,40,28,0.3
"Balance Transfer","Halifax Low Rate*","Full time","Living with Parents",30,40,29,0.3
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Homeowner",40,20,42,0.3
"Balance Transfer","Halifax Low Rate*","Part time","Homeowner",40,20,45,0.3
"Balance Transfer","Santander*","Full time","Homeowner",40,80,38,0.2
"Balance Transfer","MBNA Low Rate*","Self Employed","Homeowner",70,70,24,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Homeowner",70,70,21,0.2
"Balance Transfer","Halifax Low Rate*","Self Employed","Homeowner",70,70,23,0.2
"Balance Transfer","Santander*","Full time","Private Tenant",60,60,16,0.95
"Balance Transfer","Santander*","Full time","Private Tenant",60,40,56,0.9
"Balance Transfer","MBNA Low Rate*","Part time","Homeowner",30,20,244,0
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Homeowner",30,20,39,0.6
"Balance Transfer","Halifax Low Rate*","Part time","Homeowner",30,20,40,0.6
"Balance Transfer","Post Office*","Part time","Homeowner",30,20,18,0.7
"Balance Transfer","Santander*","Self Employed","Homeowner",70,20,22,0.2
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Homeowner",60,30,70,0.5
"Balance Transfer","Halifax Low Rate*","Self Employed","Homeowner",60,30,70,0.5
"Balance Transfer","MBNA Low Rate*","Part time","Council Tenant",60,20,104,0
"Balance Transfer","Post Office*","Part time","Council Tenant",60,20,96,0
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Private Tenant",60,30,24,0.5
"Balance Transfer","Halifax Low Rate*","Self Employed","Private Tenant",60,30,24,0.5
"Balance Transfer","Santander*","Self Employed","Private Tenant",60,30,32,0.8
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",50,100,95,0.2
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",50,100,94,0.2
"Balance Transfer","Post Office*","Full time","Homeowner",50,100,60,0.4
"Balance Transfer","Santander*","Full time","Homeowner",50,100,26,0.2
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",50,60,39,0.4
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",50,60,41,0.4
"Balance Transfer","Santander*","Part time","Homeowner",40,10,22,0.5
"Balance Transfer","MBNA Low Rate*","Self Employed","Private Tenant",80,30,12,0.1
"Balance Transfer","Santander*","Part time","Private Tenant",60,20,32,0
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Private Tenant",60,20,49,0
"Balance Transfer","Halifax Low Rate*","Part time","Private Tenant",60,20,49,0
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",40,90,18,0.7
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",40,90,18,0.7
"Balance Transfer","MBNA Low Rate*","Full time","Homeowner",40,110,32,0
"Balance Transfer","Post Office*","Full time","Homeowner",40,110,31,0.4
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Private Tenant",30,20,42,0.95
"Balance Transfer","Halifax Low Rate*","Part time","Private Tenant",30,20,45,0.95
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",30,40,27,0.9
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",30,40,28,0.9
"Balance Transfer","Post Office*","Full time","Homeowner",30,40,37,0.5
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Homeowner",30,10,18,0.95
"Balance Transfer","Halifax Low Rate*","Part time","Homeowner",30,10,18,0.95
"Balance Transfer","MBNA Low Rate*","Self Employed","Private Tenant",50,20,28,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Private Tenant",50,20,12,0.9
"Balance Transfer","Halifax Low Rate*","Self Employed","Private Tenant",50,20,12,0.9
"Balance Transfer","Santander*","Self Employed","Private Tenant",50,20,24,0.9
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Homeowner",60,30,33,0.7
"Balance Transfer","Halifax Low Rate*","Self Employed","Homeowner",60,30,33,0.7
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Homeowner",30,20,39,0.95
"Balance Transfer","Halifax Low Rate*","Part time","Homeowner",30,20,39,0.95
"Balance Transfer","Post Office*","Part time","Homeowner",30,20,92,0
"Balance Transfer","Santander*","Part time","Homeowner",30,20,34,0
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Private Tenant",50,50,15,0.6
"Balance Transfer","Halifax Low Rate*","Self Employed","Private Tenant",50,50,15,0.6
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Private Tenant",70,30,30,0.2
"Balance Transfer","Halifax Low Rate*","Self Employed","Private Tenant",70,30,31,0.2
"Balance Transfer","Post Office*","Self Employed","Private Tenant",70,30,30,0
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",50,70,12,0.7
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",50,70,12,0.7
"Balance Transfer","MBNA Low Rate*","Full time","Homeowner",40,150,12,0
"Balance Transfer","MBNA Low Rate*","Full time","Private Tenant",50,20,16,0.8
"Balance Transfer","MBNA Low Rate*","Full time","Council Tenant",40,30,92,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",50,70,42,0.5
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",50,70,42,0.5
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Homeowner",40,30,12,0.6
"Balance Transfer","Halifax Low Rate*","Self Employed","Homeowner",40,30,12,0.6
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Living with Parents",40,50,78,0.2
"Balance Transfer","Halifax Low Rate*","Full time","Living with Parents",40,50,81,0.2
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Living with Parents",40,40,16,0
"Balance Transfer","MBNA Low Rate*","Self Employed","Living with Parents",40,40,156,0
"Balance Transfer","Halifax Low Rate*","Self Employed","Living with Parents",40,40,16,0
"Balance Transfer","Post Office*","Self Employed","Living with Parents",40,40,78,0
"Balance Transfer","Santander*","Full time","Homeowner",60,10,12,0.9
"Balance Transfer","Santander*","Student","Living with Parents",30,10,32,0.6
"Balance Transfer","MBNA Low Rate*","Self Employed","Homeowner",80,70,12,0.1
"Balance Transfer","Post Office*","Retired","Homeowner",80,20,12,0.6
"Balance Transfer","MBNA Low Rate*","Part time","Private Tenant",60,10,32,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Private Tenant",60,10,24,0.2
"Balance Transfer","Halifax Low Rate*","Part time","Private Tenant",60,10,24,0.2
"Balance Transfer","Santander*","Part time","Private Tenant",60,10,14,0.3
"Balance Transfer","Lloyds Platinum Low Rate*","Homemaker","Private Tenant",40,10,12,0.95
"Balance Transfer","Halifax Low Rate*","Homemaker","Private Tenant",40,10,12,0.95
"Balance Transfer","Santander*","Homemaker","Private Tenant",40,10,28,0
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Private Tenant",60,10,30,0
"Balance Transfer","Halifax Low Rate*","Full time","Private Tenant",60,10,24,0
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Homeowner",60,20,30,0.7
"Balance Transfer","Halifax Low Rate*","Part time","Homeowner",60,20,31,0.7
"Balance Transfer","MBNA Low Rate*","Self Employed","Homeowner",40,50,12,0.8
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Living with Parents",40,30,18,0.2
"Balance Transfer","Halifax Low Rate*","Part time","Living with Parents",40,30,19,0.2
"Balance Transfer","Post Office*","Part time","Living with Parents",40,30,33,0
"Balance Transfer","Santander*","Part time","Living with Parents",40,30,14,0.95
"Balance Transfer","MBNA Low Rate*","Full time","Homeowner",40,20,102,0.8
"Balance Transfer","Santander*","Full time","Living with Parents",40,30,64,0.4
"Balance Transfer","MBNA Low Rate*","Homemaker","Council Tenant",50,20,36,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Homemaker","Council Tenant",50,20,21,0.2
"Balance Transfer","Halifax Low Rate*","Homemaker","Council Tenant",50,20,21,0.2
"Balance Transfer","Halifax Low Rate*","Homemaker","Homeowner",40,10,39,0
"Balance Transfer","Lloyds Platinum Low Rate*","Homemaker","Homeowner",40,10,38,0
"Balance Transfer","Post Office*","Homemaker","Homeowner",40,10,28,0
"Balance Transfer","Santander*","Homemaker","Homeowner",40,10,24,0
"Balance Transfer","Santander*","Full time","Private Tenant",50,40,22,0.4
"Balance Transfer","Santander*","Full time","Homeowner",60,80,50,0
"Balance Transfer","Santander*","Part time","Private Tenant",50,20,26,0.4
"Balance Transfer","Santander*","Part time","Homeowner",50,30,52,0.6
"Balance Transfer","Santander*","Full time","Living with Parents",40,40,54,0
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Homeowner",50,30,57,0.6
"Balance Transfer","Halifax Low Rate*","Self Employed","Homeowner",50,30,59,0.6
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Private Tenant",40,30,36,0.95
"Balance Transfer","Halifax Low Rate*","Self Employed","Private Tenant",40,30,38,0.95
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Homeowner",50,50,78,0
"Balance Transfer","Halifax Low Rate*","Self Employed","Homeowner",50,50,82,0
"Balance Transfer","Santander*","Self Employed","Homeowner",50,50,52,0
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Homeowner",50,150,27,0
"Balance Transfer","Halifax Low Rate*","Full time","Homeowner",50,150,29,0
"Balance Transfer","Santander*","Full time","Homeowner",50,150,14,0
"Balance Transfer","Santander*","Part time","Living with Parents",30,10,46,0.8
"Balance Transfer","Santander*","Part time","Living with Parents",40,20,14,0.7
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Living with Parents",30,20,82,0
"Balance Transfer","Halifax Low Rate*","Self Employed","Living with Parents",30,20,84,0
"Balance Transfer","Santander*","Self Employed","Living with Parents",30,20,94,0.95
"Balance Transfer","Santander*","Part time","Homeowner",50,40,18,0.95
"Balance Transfer","Santander*","Self Employed","Homeowner",60,40,66,0.95
"Balance Transfer","MBNA Low Rate*","Student","Living with Parents",30,20,84,0
"Balance Transfer","Lloyds Platinum Low Rate*","Student","Living with Parents",30,20,15,0.2
"Balance Transfer","Halifax Low Rate*","Student","Living with Parents",30,20,15,0.2
"Balance Transfer","Post Office*","Student","Living with Parents",30,20,44,0
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Homeowner",50,40,45,0.6
"Balance Transfer","Halifax Low Rate*","Self Employed","Homeowner",50,40,46,0.6
"Balance Transfer","MBNA Low Rate*","Part time","Council Tenant",70,10,16,0.8
"Balance Transfer","Post Office*","Part time","Council Tenant",70,10,30,0
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Private Tenant",50,10,75,0
"Balance Transfer","Halifax Low Rate*","Part time","Private Tenant",50,10,75,0
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Council Tenant",60,20,174,0
"Balance Transfer","Halifax Low Rate*","Full time","Council Tenant",60,20,182,0
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Private Tenant",50,20,102,0.95
"Balance Transfer","Halifax Low Rate*","Full time","Private Tenant",50,20,104,0.95
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Private Tenant",30,10,77,0.5
"Balance Transfer","Halifax Low Rate*","Part time","Private Tenant",30,10,77,0.5
"Balance Transfer","Santander*","Full time","Homeowner",30,40,36,0.7
"Balance Transfer","Lloyds Platinum Low Rate*","Part time","Council Tenant",60,20,45,0
"Balance Transfer","Halifax Low Rate*","Part time","Council Tenant",60,20,45,0
"Balance Transfer","Santander*","Part time","Council Tenant",60,20,22,0
"Balance Transfer","Lloyds Platinum Low Rate*","Retired","Homeowner",70,20,30,0.4
"Balance Transfer","Halifax Low Rate*","Retired","Homeowner",70,20,30,0.4
"Balance Transfer","Santander*","Self Employed","Homeowner",60,10,18,0.2
"Balance Transfer","Lloyds Platinum Low Rate*","Full time","Council Tenant",30,40,15,0
"Balance Transfer","Halifax Low Rate*","Full time","Council Tenant",30,40,15,0
"Balance Transfer","MBNA Low Rate*","Self Employed","Private Tenant",40,20,128,0.1
"Balance Transfer","Lloyds Platinum Low Rate*","Self Employed","Private Tenant",40,20,118,0.2
"Balance Transfer","Halifax Low Rate*","Self Employed","Private Tenant",40,20,117,0.2
"Balance Transfer","MBNA Low Rate*","Unemployed","Council Tenant",60,20,28,0
"Balance Transfer","Lloyds Platinum Low Rate*","Unemployed","Council Tenant",60,20,21,0
"Balance Transfer","Halifax Low Rate*","Unemployed","Council Tenant",60,20,21,0
